prikaz pomicnom tockom,binarni prikaz
0.00971591,0.128549694
0.00971591,0.16929625
0.00971591,0.185681908
0.017208977,0.127021113
0.00971591,0.178241708
0.00971591,0.078567632
0.037224075,0.082293638
0.00971591,0.138160395
0.00971591,0.090525604
0.00971591,0.138423295
