prikaz pomicnom tockom,binarni prikaz
0.00971591,0.001508076
0.00971591,0.009715915
0.00971591,0.009716997
0.00971591,0.009716523
0.00971591,0.00978798
0.00971591,0.009716275
0.00971591,0.009762084
0.00971591,0.009723689
0.00971591,0.009716204
0.00971591,0.009721314
