prikaz pomicnom tockom,binarni prikaz
0.396608429,0.050909328
0.607853371,0.123520838
0.396608429,0.127317101
0.493088087,0.10380343
0.49308803,0.048526331
0.49308803,0.178223233
0.239996213,0.127057909
0.49308803,0.129757192
0.396608429,0.183726009
0.602421679,0.0531239
