prikaz pomicnom tockom,binarni prikaz
0.054966157,0.009717598
0.050853134,0.009715996
0.01514882,0.009716364
0.178688236,0.009739434
0.086876836,0.00972153
0.127874549,0.009716884
0.178688236,0.009715941
0.086876836,0.009717725
0.178688236,0.009715937
0.01514882,0.009719688
